country,country_code,longitude,latitude,PC1,PC2
Belgium,BE,4.61479191810973,50.6615342351454,0.0145,-0.003
Belgium,BE,4.61479191810973,50.6615342351454,0.0152,0.0025
Germany,DE,10.3589016293772,51.0835556416166,0.0381,-0.0405
Belgium,BE,4.61479191810973,50.6615342351454,0.0181,-0.0031
Poland,PL,19.394607648779,52.14189866452,0.0361,-0.0509
Germany,DE,10.3589016293772,51.0835556416166,0.0194,-0.0204
Germany,DE,10.3589016293772,51.0835556416166,0.0359,-0.0086
Germany,DE,10.3589016293772,51.0835556416166,0.0235,-0.0145
Belgium,BE,4.61479191810973,50.6615342351454,0.0095,0.005
Poland,PL,19.394607648779,52.14189866452,0.0326,-0.0606
Sweden,SE,18.0,59.35,0.0432,-0.0304
Belgium,BE,4.61479191810973,50.6615342351454,0.0266,-0.0013
Belgium,BE,4.61479191810973,50.6615342351454,0.0138,-0.005
Germany,DE,10.3589016293772,51.0835556416166,0.0371,-0.0297
Austria,AT,14.1174253717318,47.59249681831,0.0039,-0.0185
Germany,DE,10.3589016293772,51.0835556416166,0.0132,-0.0128
Poland,PL,19.394607648779,52.14189866452,0.0246,-0.0523
Poland,PL,19.394607648779,52.14189866452,0.0273,-0.0595
Belgium,BE,4.61479191810973,50.6615342351454,0.0194,0.0139
Ireland,IE,-8.18040076502755,53.1966827266848,0.0356,0.0136
Germany,DE,10.3589016293772,51.0835556416166,0.0123,-0.0075
Belgium,BE,4.61479191810973,50.6615342351454,0.0215,0.0025
Norway,NO,10.68,59.93,0.0422,-0.0127
Belgium,BE,4.61479191810973,50.6615342351454,0.0103,0.0051
Germany,DE,10.3589016293772,51.0835556416166,0.011,-0.0059
Netherlands,NL,5.66711565691123,52.2661386478456,0.0323,0.0009
Germany,DE,10.3589016293772,51.0835556416166,0.0435,-0.0132
Slovenia,SI,14.77396657511,46.1226431116918,0.0121,-0.0416
Ireland,IE,-8.18040076502755,53.1966827266848,0.0298,0.007
Germany,DE,10.3589016293772,51.0835556416166,0.033,-0.0008
Russian Federation,RU,37.5,55.75,0.0315,-0.0618
Belgium,BE,4.61479191810973,50.6615342351454,0.0182,-0.0115
Germany,DE,10.3589016293772,51.0835556416166,0.0197,-0.0165
Belgium,BE,4.61479191810973,50.6615342351454,0.0179,0.0002
Germany,DE,10.3589016293772,51.0835556416166,0.0081,-0.0181
Germany,DE,10.3589016293772,51.0835556416166,0.0289,-0.0091
Sweden,SE,18.0,59.35,0.0401,-0.0089
Germany,DE,10.3589016293772,51.0835556416166,0.0247,-0.0229
Germany,DE,10.3589016293772,51.0835556416166,0.0239,-0.0101
Germany,DE,10.3589016293772,51.0835556416166,0.0196,-0.0253
Germany,DE,10.3589016293772,51.0835556416166,0.0322,-0.0101
Belgium,BE,4.61479191810973,50.6615342351454,0.0163,-0.0078
Germany,DE,10.3589016293772,51.0835556416166,0.0306,-0.0187
Netherlands,NL,5.66711565691123,52.2661386478456,0.0335,-0.0128
Poland,PL,19.394607648779,52.14189866452,0.0353,-0.0519
France,FR,2.39432767075193,46.6058680055316,0.007,0.0098
Belgium,BE,4.61479191810973,50.6615342351454,0.0212,-0.0001
Sweden,SE,18.0,59.35,0.0367,-0.0216
Austria,AT,14.1174253717318,47.59249681831,0.0141,-0.0305
Poland,PL,19.394607648779,52.14189866452,0.0376,-0.0469
United Kingdom,UK,-2.33119501692698,53.5432480069741,0.0315,0.0174
Belgium,BE,4.61479191810973,50.6615342351454,0.0168,0.0072
Belgium,BE,4.61479191810973,50.6615342351454,0.0188,0.0071
Germany,DE,10.3589016293772,51.0835556416166,0.0375,-0.0215
Germany,DE,10.3589016293772,51.0835556416166,0.0223,-0.0188
Poland,PL,19.394607648779,52.14189866452,0.0214,-0.033
Belgium,BE,4.61479191810973,50.6615342351454,0.0242,-0.0073
Germany,DE,10.3589016293772,51.0835556416166,0.0181,-0.0208
United Kingdom,UK,-2.33119501692698,53.5432480069741,0.04,0.017
United Kingdom,UK,-2.33119501692698,53.5432480069741,0.0273,0.0004
United Kingdom,UK,-2.33119501692698,53.5432480069741,0.0359,0.0202
Cyprus,CY,33.1996854536619,35.0981563694544,-0.0731,-0.0388
United Kingdom,UK,-2.33119501692698,53.5432480069741,0.0394,0.0201
Ireland,IE,-8.18040076502755,53.1966827266848,0.0339,0.004
Spain,ES,-3.56611484727657,40.3287080082217,-0.0189,0.0339
United Kingdom,UK,-2.33119501692698,53.5432480069741,0.0277,-0.0084
Ireland,IE,-8.18040076502755,53.1966827266848,0.0373,0.0083
United Kingdom,UK,-2.33119501692698,53.5432480069741,0.0354,0.0233
Ireland,IE,-8.18040076502755,53.1966827266848,0.0401,0.0095
United Kingdom,UK,-2.33119501692698,53.5432480069741,0.033,0.005
United Kingdom,UK,-2.33119501692698,53.5432480069741,0.0317,0.0104
United Kingdom,UK,-2.33119501692698,53.5432480069741,-0.0666,-0.0283
United Kingdom,UK,-2.33119501692698,53.5432480069741,0.0291,0.0001
Ireland,IE,-8.18040076502755,53.1966827266848,0.035,0.0053
United Kingdom,UK,-2.33119501692698,53.5432480069741,0.0294,0.0118
United Kingdom,UK,-2.33119501692698,53.5432480069741,0.0311,0.0034
Ireland,IE,-8.18040076502755,53.1966827266848,0.0312,0.016
United Kingdom,UK,-2.33119501692698,53.5432480069741,0.0263,-0.0124
United Kingdom,UK,-2.33119501692698,53.5432480069741,0.0254,0.0069
United Kingdom,UK,-2.33119501692698,53.5432480069741,0.0333,-0.0035
Ireland,IE,-8.18040076502755,53.1966827266848,0.0364,0.0116
United Kingdom,UK,-2.33119501692698,53.5432480069741,0.036,0.0109
United Kingdom,UK,-2.33119501692698,53.5432480069741,0.0038,-0.0119
Ireland,IE,-8.18040076502755,53.1966827266848,0.0354,0.0181
Ireland,IE,-8.18040076502755,53.1966827266848,0.0309,0.02
United Kingdom,UK,-2.33119501692698,53.5432480069741,0.0297,0.0012
France,FR,2.39432767075193,46.6058680055316,-0.0042,0.0198
Ireland,IE,-8.18040076502755,53.1966827266848,0.0401,0.0177
Cyprus,CY,33.1996854536619,35.0981563694544,-0.0734,-0.0395
United Kingdom,UK,-2.33119501692698,53.5432480069741,0.0264,0.0078
Ireland,IE,-8.18040076502755,53.1966827266848,0.0392,0.0099
United Kingdom,UK,-2.33119501692698,53.5432480069741,0.0288,0.0032
Ireland,IE,-8.18040076502755,53.1966827266848,0.0299,0.0061
United Kingdom,UK,-2.33119501692698,53.5432480069741,0.0294,-0.0095
United Kingdom,UK,-2.33119501692698,53.5432480069741,0.0312,0.0077
United Kingdom,UK,-2.33119501692698,53.5432480069741,0.0328,0.005
United Kingdom,UK,-2.33119501692698,53.5432480069741,0.0291,0.0046
United Kingdom,UK,-2.33119501692698,53.5432480069741,0.0313,-0.0087
United Kingdom,UK,-2.33119501692698,53.5432480069741,0.0171,0.0072
United Kingdom,UK,-2.33119501692698,53.5432480069741,0.033,0.0108
United Kingdom,UK,-2.33119501692698,53.5432480069741,0.04,0.0177
United Kingdom,UK,-2.33119501692698,53.5432480069741,0.033,0.0032
Ireland,IE,-8.18040076502755,53.1966827266848,0.038,0.0109
United Kingdom,UK,-2.33119501692698,53.5432480069741,0.0305,0.0066
Ireland,IE,-8.18040076502755,53.1966827266848,0.0395,0.0149
Ireland,IE,-8.18040076502755,53.1966827266848,0.0272,0.0118
Ireland,IE,-8.18040076502755,53.1966827266848,0.0354,0.012
Ireland,IE,-8.18040076502755,53.1966827266848,0.0358,0.0199
United Kingdom,UK,-2.33119501692698,53.5432480069741,0.0231,0.0018
Ireland,IE,-8.18040076502755,53.1966827266848,0.0341,0.012
United Kingdom,UK,-2.33119501692698,53.5432480069741,0.0241,-0.0038
United Kingdom,UK,-2.33119501692698,53.5432480069741,0.0282,0.0
United Kingdom,UK,-2.33119501692698,53.5432480069741,0.0287,0.0046
Ireland,IE,-8.18040076502755,53.1966827266848,0.0333,0.0225
Serbia and Montenegro,YG,20.6157230848337,43.9494926410995,-0.0092,-0.0541
United Kingdom,UK,-2.33119501692698,53.5432480069741,0.0398,-0.0014
United Kingdom,UK,-2.33119501692698,53.5432480069741,0.0278,-0.0046
United Kingdom,UK,-2.33119501692698,53.5432480069741,0.0315,-0.0035
United Kingdom,UK,-2.33119501692698,53.5432480069741,0.0228,-0.0015
United Kingdom,UK,-2.33119501692698,53.5432480069741,0.0333,-0.0008
Italy,IT,12.5,42.0,-0.0494,0.0397
United Kingdom,UK,-2.33119501692698,53.5432480069741,0.0275,0.0085
United Kingdom,UK,-2.33119501692698,53.5432480069741,0.0407,0.007
United Kingdom,UK,-2.33119501692698,53.5432480069741,0.0306,-0.0011
United Kingdom,UK,-2.33119501692698,53.5432480069741,0.0245,-0.0025
Ireland,IE,-8.18040076502755,53.1966827266848,0.0405,0.0044
Ireland,IE,-8.18040076502755,53.1966827266848,0.0379,0.0239
United Kingdom,UK,-2.33119501692698,53.5432480069741,0.028,-0.0003
United Kingdom,UK,-2.33119501692698,53.5432480069741,0.035,0.0037
United Kingdom,UK,-2.33119501692698,53.5432480069741,0.0315,0.0113
United Kingdom,UK,-2.33119501692698,53.5432480069741,0.028,-0.0012
United Kingdom,UK,-2.33119501692698,53.5432480069741,0.03,0.0081
United Kingdom,UK,-2.33119501692698,53.5432480069741,0.0289,-0.002
