country,country_code,longitude,latitude,PC1,PC2
France,FR,2.39432767075193,46.6058680055316,0.0137,0.0039
United Kingdom,UK,-2.33119501692698,53.5432480069741,0.0325,0.0112
Netherlands,NL,5.66711565691123,52.2661386478456,0.0203,0.001
Germany,DE,10.3589016293772,51.0835556416166,0.0158,-0.0159
United Kingdom,UK,-2.33119501692698,53.5432480069741,0.0203,0.0053
Belgium,BE,4.61479191810973,50.6615342351454,0.0157,-0.0031
Sweden,SE,18.0,59.35,0.0472,-0.0261
Germany,DE,10.3589016293772,51.0835556416166,-0.0391,-0.0096
Belgium,BE,4.61479191810973,50.6615342351454,0.018,-0.0077
Germany,DE,10.3589016293772,51.0835556416166,0.0188,-0.0098
Austria,AT,14.1174253717318,47.59249681831,0.0189,-0.0315
Poland,PL,19.394607648779,52.14189866452,0.0295,-0.0637
Ireland,IE,-8.18040076502755,53.1966827266848,0.0283,0.0129
Germany,DE,10.3589016293772,51.0835556416166,0.0134,-0.0121
Belgium,BE,4.61479191810973,50.6615342351454,0.0253,0.0057
Austria,AT,14.1174253717318,47.59249681831,0.0153,-0.0137
Germany,DE,10.3589016293772,51.0835556416166,0.0151,-0.0163
Germany,DE,10.3589016293772,51.0835556416166,0.0287,-0.0167
Croatia,HR,16.1,45.32,0.0204,-0.0491
Netherlands,NL,5.66711565691123,52.2661386478456,0.0304,-0.0173
Germany,DE,10.3589016293772,51.0835556416166,0.0293,-0.0268
Germany,DE,10.3589016293772,51.0835556416166,0.0088,-0.0087
Germany,DE,10.3589016293772,51.0835556416166,0.0198,-0.0212
Netherlands,NL,5.66711565691123,52.2661386478456,0.038,-0.0127
Germany,DE,10.3589016293772,51.0835556416166,0.0319,-0.0114
Netherlands,NL,5.66711565691123,52.2661386478456,0.0386,-0.0099
Scotland,Sct,-3.2,55.95,0.0245,-0.0033
United Kingdom,UK,-2.33119501692698,53.5432480069741,0.0319,0.0033
Sweden,SE,18.0,59.35,0.0321,-0.0076
Germany,DE,10.3589016293772,51.0835556416166,0.0281,-0.0096
Poland,PL,19.394607648779,52.14189866452,0.0387,-0.0582
Belgium,BE,4.61479191810973,50.6615342351454,0.0184,-0.0027
United Kingdom,UK,-2.33119501692698,53.5432480069741,0.0288,0.0069
Poland,PL,19.394607648779,52.14189866452,0.0383,-0.0646
Belgium,BE,4.61479191810973,50.6615342351454,0.0269,0.0036
Germany,DE,10.3589016293772,51.0835556416166,0.0199,0.0033
Russian Federation,RU,37.5,55.75,0.0402,-0.0646
