SpecimenID,Tree_name,Family,Order,Total_weight,Standard_length,Max_body_depth,Max_fish_width,Head_depth,Lower_jaw_length,Mouth_width,Min_caudalpeduncle_depth,Min_caudalpeduncle_width
408895,Abalistes_stellatus,Balistidae,Tetraodontiformes,211.9,178.81,81.82,39.76,72.35,11.29,15.44,7.96,5.97
316729,Abalistes_stellatus,Balistidae,Tetraodontiformes,273.9,198.38,90.26,34.39,76.03,11.45,16.95,8.91,5.63
226659,Abalistes_stellatus,Balistidae,Tetraodontiformes,326.7,218.15,96.34,36.26,81.89,12.69,17.4,9.16,5.53
336887,Abbottina_rivularis,Cyprinidae,Cypriniformes,8.59,75.32,17.89,14.25,12.1,6.85,6.17,7.37,1.55
112449,Abbottina_rivularis,Cyprinidae,Cypriniformes,13.26,92.23,18.51,14.53,15.3,11.92,5.71,8.59,2.46
130331,Abbottina_rivularis,Cyprinidae,Cypriniformes,20.21,102.45,25.11,17.91,16.32,9.23,7.02,10.95,2.4
150082,Ablabys_taenianotus,Tetrarogidae,Scorpaeniformes,14,80.2,27.7,15.4,19.8,8.6,6.3,7.5,1.3
420698,Ablabys_taenianotus,Tetrarogidae,Scorpaeniformes,17.7,78.6,30.4,18.5,20.6,10.7,7.1,7.9,2.1
242020,Ablabys_taenianotus,Tetrarogidae,Scorpaeniformes,21,85.5,33.1,17.2,23.4,9.3,7.9,8.7,1.6
368647,Ablennes_hians,Belonidae,Beloniformes,5.45,230.87,10.87,5.95,9.72,67.24,2.07,2.96,1.74
61446,Ablennes_hians,Belonidae,Beloniformes,14.03,276.66,13.52,8.48,12.2,73.9,2.96,4.16,2.46
291393,Ablennes_hians,Belonidae,Beloniformes,24.51,258.28,17.5,9.92,13.05,59.36,2.76,4.23,2.9
21147,Abramis_brama,Cyprinidae,Cypriniformes,93.5,168.2,62.7,20.7,26,13.6,6.3,17.8,3.6
270901,Abramis_brama,Cyprinidae,Cypriniformes,132.4,188.1,73.4,25.6,27.4,17,7.8,20.6,4.6
17468,Abramis_brama,Cyprinidae,Cypriniformes,253.3,230.9,91.2,27.8,33.2,18.8,8.4,23.8,4.5
222014,Abudefduf_abdominalis,Pomacentridae,Perciformes,10.02,67.14,34.47,10.52,18.22,7.92,3.8,10.65,1.25
222105,Abudefduf_abdominalis,Pomacentridae,Perciformes,121.2,135.55,74.23,27.42,45.91,11.42,8.28,22.21,3.01
95374,Abudefduf_bengalensis,Pomacentridae,Perciformes,59.51,103.91,61.89,20.99,35.63,9.74,10.02,17.85,3.21
117865,Abudefduf_bengalensis,Pomacentridae,Perciformes,66.28,108.25,63.13,21.88,33.77,8.63,9.3,17.5,2.36
95374,Abudefduf_bengalensis,Pomacentridae,Perciformes,79.74,113.88,65.41,22.57,41.38,10.37,11.03,20.48,4.34
321196,Abudefduf_concolor,Pomacentridae,Perciformes,33.84,81.75,44.51,18.34,26.17,8.88,9.1,15.23,3.47
323791,Abudefduf_concolor,Pomacentridae,Perciformes,62.85,102.54,56.4,23.34,30.69,8.2,8.24,18.76,2.55
323791,Abudefduf_concolor,Pomacentridae,Perciformes,67.02,102.34,63.3,24.59,33.72,8.43,9.88,19.8,3.45
80836,Abudefduf_declivifrons,Pomacentridae,Perciformes,81.13,106.69,66.74,23.03,42.9,9.96,5.55,18.18,3.88
181315,Abudefduf_declivifrons,Pomacentridae,Perciformes,170.86,140.09,87.25,35.08,40.29,11.26,14.33,27.34,5.15
181315,Abudefduf_declivifrons,Pomacentridae,Perciformes,172.33,128.95,92.4,35.48,47.11,13.8,15.45,26.14,4.09
371911,Abudefduf_lorenzi,Pomacentridae,Perciformes,7.39,61.23,28.38,10.15,19.57,5.62,5.72,9.85,1.44
372133,Abudefduf_lorenzi,Pomacentridae,Perciformes,46.38,95.21,53.46,19.35,28.96,8.59,8.18,17,2.9
197305,Abudefduf_lorenzi,Pomacentridae,Perciformes,53.31,95.39,60.79,20.64,33.91,9.1,9.79,18.91,4.34
94512,Abudefduf_luridus,Pomacentridae,Perciformes,40.21,96.51,48.98,18.93,25.63,7.14,7.76,14.44,2.27
5898,Abudefduf_luridus,Pomacentridae,Perciformes,35,94.22,49.11,17.57,24.28,6.95,7.4,15.3,2.18
327298,Abudefduf_luridus,Pomacentridae,Perciformes,50.34,105.46,55.72,20.93,27.86,7.87,6.5,16.38,2.78
346061,Abudefduf_margariteus,Pomacentridae,Perciformes,1.96,36.1,18.44,6.2,9.4,5.14,3.68,5.86,1.31
345769,Abudefduf_margariteus,Pomacentridae,Perciformes,39.66,98.56,50.87,17.97,30.81,9.74,9.29,15.3,2.67
345769,Abudefduf_margariteus,Pomacentridae,Perciformes,43.94,100.22,52.22,18.28,28.16,11.41,8.56,15.7,3.56
281697,Abudefduf_notatus,Pomacentridae,Perciformes,73.6,115.01,63.98,21.7,34.04,10.57,7.99,18.64,2.7
281697,Abudefduf_notatus,Pomacentridae,Perciformes,102.17,128.88,69.06,25.09,37.59,11.86,10.93,29.19,4.03
364539,Abudefduf_notatus,Pomacentridae,Perciformes,67.67,115.79,69.46,20.95,36.39,9.66,8.15,20.24,3.02
38408,Abudefduf_saxatilis,Pomacentridae,Perciformes,69.72,100.91,62.15,23.99,37.69,7.82,8.83,17.65,4.54
80835,Abudefduf_saxatilis,Pomacentridae,Perciformes,70.71,103.59,63.56,22.99,36.48,9.94,8.09,17.98,4.31
52220,Abudefduf_saxatilis,Pomacentridae,Perciformes,83.89,115.25,65.94,22.49,41.93,11.36,9.45,20.48,3.7
221857,Abudefduf_septemfasciatus,Pomacentridae,Perciformes,95.8,108.13,67.37,26.72,34.97,9.27,7.72,21.35,3.76
141086,Abudefduf_septemfasciatus,Pomacentridae,Perciformes,159.48,132.83,78.27,32.14,34.92,12.65,13.25,27.13,5.25
408246,Abudefduf_septemfasciatus,Pomacentridae,Perciformes,195.9,144.22,79.43,33.25,48.64,13.74,10.59,26.5,6.05
307632,Abudefduf_sexfasciatus,Pomacentridae,Perciformes,64.3,102.8,56.5,20.9,27.7,10.5,5.3,17.1,3
352556,Abudefduf_sexfasciatus,Pomacentridae,Perciformes,55.4,109.3,59.7,20.9,33,9.7,6.8,17.2,2.8
334161,Abudefduf_sexfasciatus,Pomacentridae,Perciformes,75.4,120.3,63.1,21.2,34.1,13.7,5.5,19.9,3.5
95971,Abudefduf_sordidus,Pomacentridae,Perciformes,113.63,122.3,73.8,25.1,36.7,9.9,12.1,23,3.3
392418,Abudefduf_sordidus,Pomacentridae,Perciformes,131,131.5,75,29.8,29.3,9,11.5,24,4.2
364541,Abudefduf_sordidus,Pomacentridae,Perciformes,243.9,151,96.1,37.97,46.45,14.9,14.3,27.3,4.3
371916,Abudefduf_sparoides,Pomacentridae,Perciformes,40.47,92.95,50.13,18.96,33.78,9.77,6.73,15,2.68
274848,Abudefduf_sparoides,Pomacentridae,Perciformes,72.79,110.61,62.98,23.78,38.04,12,7.07,18.53,2.7
396998,Abudefduf_sparoides,Pomacentridae,Perciformes,77.85,115.53,63.95,23.62,33.01,12.38,9.56,18.42,3.24
364524,Abudefduf_taurus,Pomacentridae,Perciformes,34.92,86.9,49.8,21.51,22.78,8.46,10.22,15.72,2.29
364529,Abudefduf_taurus,Pomacentridae,Perciformes,90.7,111.88,66.71,27.91,32.89,9.7,11.67,21.33,4.02
414377,Abudefduf_taurus,Pomacentridae,Perciformes,171.47,149.32,85.15,35.19,45.03,12.64,16.65,26.91,4.3
181297,Abudefduf_troschelii,Pomacentridae,Perciformes,37.1,97.3,55.7,17,NA,10.2,7.2,15.2,3
364531,Abudefduf_troschelii,Pomacentridae,Perciformes,76.1,113.5,66.8,23.1,34.4,11.7,6.1,19.4,3.6
65400,Abudefduf_troschelii,Pomacentridae,Perciformes,75.4,127.5,73.2,21.7,34.2,12.1,9.8,21.1,3.9
371992,Abudefduf_vaigiensis,Pomacentridae,Perciformes,61.3,101.78,56.95,21.34,35.73,8.61,6.41,18.08,4.15
221812,Abudefduf_vaigiensis,Pomacentridae,Perciformes,74,103.08,62.39,21.24,39.23,9.87,7.52,18.7,4.3
370430,Abudefduf_vaigiensis,Pomacentridae,Perciformes,75.6,111.55,66.89,23.29,39,11.12,8.08,20.13,3.72
207939,Abudefduf_whitleyi,Pomacentridae,Perciformes,39.39,92.37,50.25,18.59,31.07,8.47,6.62,15.94,4.41
207940,Abudefduf_whitleyi,Pomacentridae,Perciformes,46.78,93.47,52.6,18.75,30.82,7.64,8.23,15.99,3.47
207940,Abudefduf_whitleyi,Pomacentridae,Perciformes,49.79,97.6,54.57,18.58,32.41,9.14,6.35,16.6,3.38
397724,Acanthaluteres_spilomelanurus,Monacanthidae,Tetraodontiformes,1.05,35.1,12.7,5,11.5,1.7,1.8,3.3,1.6
388915,Acanthaluteres_spilomelanurus,Monacanthidae,Tetraodontiformes,2.37,47.2,16.7,6.5,15,2.35,2,4.8,1.7
397726,Acanthaluteres_vittiger,Monacanthidae,Tetraodontiformes,184.8,202.36,85.1,30.1,71.5,7.3,9.3,18.7,7
397723,Acanthaluteres_vittiger,Monacanthidae,Tetraodontiformes,227.2,243,86.3,31.4,78.8,10.4,13.7,21.1,7.6
397722,Acanthaluteres_vittiger,Monacanthidae,Tetraodontiformes,299,224,91.2,36.11,78.2,7.4,9.9,19.9,7.4
396407,Acantharchus_pomotis,Centrarchidae,Perciformes,47.3,103.12,45.84,23.72,24.33,18.15,23.72,17.4,2.27
396303,Acantharchus_pomotis,Centrarchidae,Perciformes,93.8,130.99,56.55,31.53,31.59,23.28,25.5,23.12,3.93
70454,Acantharchus_pomotis,Centrarchidae,Perciformes,108.8,124.87,59.07,30.51,30.34,19.37,30.06,22.41,3.61
170567,Acanthemblemaria_aspera,Chaenopsidae,Perciformes,0.06,18.29,2.73,2.06,1.84,NA,NA,0.95,0.48
170568,Acanthemblemaria_aspera,Chaenopsidae,Perciformes,0.05,19.57,2.79,2.34,2.58,1.41,1.45,1.08,0.22
170566,Acanthemblemaria_aspera,Chaenopsidae,Perciformes,0.07,20.54,2.84,2.44,2.43,1.46,1.51,1.37,0.41
331907,Acanthemblemaria_exilispinus,Chaenopsidae,Perciformes,0.92,49.47,7.29,5.94,6.51,6.52,3.86,4.02,0.83
331908,Acanthemblemaria_exilispinus,Chaenopsidae,Perciformes,1.03,49.46,7.39,6.67,6.64,7.36,4.62,3.58,0.81
331907,Acanthemblemaria_exilispinus,Chaenopsidae,Perciformes,1.86,57.91,9.27,8.01,7.31,7.17,5.79,4.65,1.1
347330,Acanthemblemaria_paula,Chaenopsidae,Perciformes,NA,14.8,1.35,1.2,1.2,0.6,1.2,0.4,0.2
361215,Acanthemblemaria_paula,Chaenopsidae,Perciformes,NA,14.9,1.8,1.6,1.4,0.8,1.35,0.6,0.25
344851,Acanthemblemaria_spinosa,Chaenopsidae,Perciformes,0.1,20.62,3.22,3.08,3.33,1.78,1.52,1.52,0.25
344851,Acanthemblemaria_spinosa,Chaenopsidae,Perciformes,0.13,22.98,3.38,3.09,3.33,2.14,1.59,1.75,0.37
344842,Acanthemblemaria_spinosa,Chaenopsidae,Perciformes,0.08,20.43,3.83,2.78,3.47,1.87,1.69,1.38,0.32
28696,Acanthistius_ocellatus,Serranidae,Perciformes,268.3,222,80.4,35.2,49.1,44.3,22.3,23.2,4.7
47791,Acanthistius_ocellatus,Serranidae,Perciformes,338.8,224.3,89.4,43,52.9,46.3,26.9,25,5.5
218521,Acanthobrama_lissneri,Cyprinidae,Cypriniformes,4.39,64,17.66,9.55,10.32,6.94,3.33,7.66,1.18
331988,Acanthobrama_terraesanctae,Cyprinidae,Cypriniformes,15.9,120.73,24.45,14.73,15.61,13,3.91,9.16,1.38
331988,Acanthobrama_terraesanctae,Cyprinidae,Cypriniformes,17.8,123.06,25.72,14.84,16.31,11.92,3.61,9.24,1.49
331988,Acanthobrama_terraesanctae,Cyprinidae,Cypriniformes,18.8,124.16,25.83,15.2,16.55,12.84,4.28,9.06,1.66
307916,Acanthochaenus_luetkenii,Stephanoberycidae,Stephanoberyciformes,6.04,75.5,18.7,13.9,15.4,18.1,9.3,6,0.9
307916,Acanthochaenus_luetkenii,Stephanoberycidae,Stephanoberyciformes,8.11,80.8,21.3,14.6,15.6,19.4,9.4,6.3,1.2
316571,Acanthochaenus_luetkenii,Stephanoberycidae,Stephanoberyciformes,34.63,128.6,32.3,27.8,24,25.1,19.7,11.5,1.5
275349,Acanthochromis_polyacanthus,Pomacentridae,Perciformes,13.43,69.25,37.23,11.87,19.4,5.97,3.87,10.09,1.03
349937,Acanthochromis_polyacanthus,Pomacentridae,Perciformes,18.06,77.6,41.7,11.83,21.23,6.87,4.97,11.84,1.85
363305,Acanthochromis_polyacanthus,Pomacentridae,Perciformes,34.06,92.52,49.05,17.07,33.64,8.16,6.75,13.53,1.94
107059,Acanthocybium_solandri,Scombridae,Perciformes,NA,1110,163,NA,98.9,158.5,53.5,36.5,36.4
107060,Acanthocybium_solandri,Scombridae,Perciformes,11700,1250,195,115.6,113,175.98,58.78,44.04,42.32
107060,Acanthocybium_solandri,Scombridae,Perciformes,1.50E+04,1330,197,127.4,116,196.95,61.97,46.63,42.74
34433,Acanthodoras_cataphractus,Doradidae,Siluriformes,22.1,90.3,20.7,33.25,10.25,15.2,24.6,7.9,2.15
377397,Acanthodoras_cataphractus,Doradidae,Siluriformes,14.1,73.15,20.8,26.5,9.1,14.5,18.7,6.35,1.7
377397,Acanthodoras_cataphractus,Doradidae,Siluriformes,19.9,84.3,21.8,30.75,9,16.5,22,6.9,2.4
71096,Acanthogobius_flavimanus,Gobiidae,Perciformes,32.32,149.94,21.5,24.3,19.03,18.11,17.39,12.19,4.33
71324,Acanthogobius_flavimanus,Gobiidae,Perciformes,26.08,152.02,21.52,21.14,19.41,18.79,17.46,11,4.11
49984,Acanthogobius_flavimanus,Gobiidae,Perciformes,30.91,145.29,25.3,20.63,18.98,19.62,13.92,13.72,5.09
10518,Acanthogobius_lactipes,Gobiidae,Perciformes,0.68,37.8,6,7.2,4.9,5.6,5.8,2.6,0.9
71418,Acanthogobius_lactipes,Gobiidae,Perciformes,4.24,60.5,10.6,13.5,9.8,8.6,10.6,4.9,2.5
71418,Acanthogobius_lactipes,Gobiidae,Perciformes,4.14,62.4,10.6,12.1,8.3,8.8,10.7,5.4,2.5
337386_1,Acantholumpenus_mackayi,Stichaeidae,Perciformes,59.7,393,18.86,17.51,15.39,14.86,8.96,10,2.1
337386_2,Acantholumpenus_mackayi,Stichaeidae,Perciformes,46.7,349,25.39,15.4,13.8,14.9,9.65,8.66,2.31
105204,Acantholumpenus_mackayi,Stichaeidae,Perciformes,30.6,239.26,25.84,13.06,12.77,12.24,5.56,8.79,1.52
176879,Acanthopagrus_australis,Sparidae,Perciformes,151.3,168.3,79.12,33.2,47.02,26.58,25.37,22.44,5.84
47840,Acanthopagrus_australis,Sparidae,Perciformes,283.8,209.16,97.19,32.53,55.57,29.08,25.65,27.17,6.38
394568,Acanthopagrus_australis,Sparidae,Perciformes,293,209.49,100.87,32.37,56.97,31.16,25.31,28.01,6.35
387252,Acanthopagrus_berda,Sparidae,Perciformes,133.2,166,77.5,24.8,41.9,22.9,16.4,22,4.8
184790,Acanthopagrus_berda,Sparidae,Perciformes,187.3,169,79.3,34.5,45.7,24.8,25,22.8,5.5
374205,Acanthopagrus_berda,Sparidae,Perciformes,180.3,165,82.3,32.1,45,23.4,20.5,21,4.8
387191,Acanthopagrus_bifasciatus,Sparidae,Perciformes,42.3,106.91,52.25,17.57,30.51,13.89,10.3,13.36,3.74
387205,Acanthopagrus_bifasciatus,Sparidae,Perciformes,43.7,109.96,54.19,21.49,28.88,15.51,13.36,14.13,3.52
374204,Acanthopagrus_bifasciatus,Sparidae,Perciformes,58.6,118.12,55.33,20.55,29.22,16.68,14.65,15.43,3.08
201627,Acanthopagrus_butcheri,Sparidae,Perciformes,391.6,237.21,101.47,42.63,57.15,31.86,27.24,26.8,6.18
168416,Acanthopagrus_chinshira,Sparidae,Perciformes,69.5,132,57.3,20.3,30.3,16.7,12,15.5,3.5
168415,Acanthopagrus_chinshira,Sparidae,Perciformes,84.9,142,57.5,22.8,33,18,16.5,16.6,4.6
6249,Acanthopagrus_chinshira,Sparidae,Perciformes,105.7,155,64.8,24.7,33.7,18,16.5,18,4.4
403067,Acanthopagrus_pacificus,Sparidae,Perciformes,114.9,140.4,63.44,26.08,35.36,19.89,19.25,18.67,4.06
403066,Acanthopagrus_pacificus,Sparidae,Perciformes,111.7,139.92,64.44,25.76,37.66,20.24,22.11,19.04,5.25
403065,Acanthopagrus_pacificus,Sparidae,Perciformes,116.6,137.39,67.08,26.27,40.31,21.54,19.73,18.51,4.96
75436_2,Acanthopagrus_schlegelii_schlegelii,Sparidae,Perciformes,94.8,162.91,65.61,26.17,40.73,20.02,17.03,17.78,2.95
75436_1,Acanthopagrus_schlegelii_schlegelii,Sparidae,Perciformes,109.7,166.76,66.33,25.03,38.96,21.08,15.89,19.27,3.71
75435,Acanthopagrus_schlegelii_schlegelii,Sparidae,Perciformes,116.5,166.38,70.56,27.97,40.46,22.08,16.81,19.75,4.11
376536,Acanthopoma_annectens,Trichomycteridae,Siluriformes,0.7,45.54,4.88,8.57,3.11,3.19,5.39,2.82,0.81
270690,Acanthopoma_annectens,Trichomycteridae,Siluriformes,3.1,71.72,7.71,12.28,3.96,5.41,8.78,3.68,1.33
376535,Acanthopoma_annectens,Trichomycteridae,Siluriformes,5.9,93.49,12.85,16.46,5.3,6.56,11.12,5.46,1.63
229333,Acanthopsoides_gracilentus,Cobitidae,Cypriniformes,0.43,41.84,5.2,2.77,2.82,2.24,0.74,2.23,0.49
229332,Acanthopsoides_gracilentus,Cobitidae,Cypriniformes,1.67,56.01,9.56,6.27,4.68,2.35,0.77,3.47,0.76
229332,Acanthopsoides_gracilentus,Cobitidae,Cypriniformes,1.59,53.23,10.08,6.25,4.47,3.09,0.85,3.42,0.83
217710,Acanthopsoides_hapalias,Cobitidae,Cypriniformes,0.07,22.1,2.07,1.87,1.95,1.35,0.61,1.2,0.56
271715,Acanthopsoides_hapalias,Cobitidae,Cypriniformes,0.05,23.62,2.49,1.96,2.05,0.99,0.37,1.06,0.35
271711,Acanthopsoides_hapalias,Cobitidae,Cypriniformes,0.2,34.98,3.66,2.34,2.98,1.45,0.53,1.73,0.39
395132,Acanthostracion_polygonius,Ostraciidae,Tetraodontiformes,100,133.6,61.6,41.1,50.7,6.1,8,9.2,3.5
405797,Acanthostracion_polygonius,Ostraciidae,Tetraodontiformes,288.4,205,82,53.2,62.3,8.5,10.4,15.3,7.1
405798,Acanthostracion_polygonius,Ostraciidae,Tetraodontiformes,273.4,192,83.9,56.3,62,6.6,9.6,13.2,6
289370,Acanthostracion_quadricornis,Ostraciidae,Tetraodontiformes,81.87,119.92,56.67,38.9,41.31,6.96,10.39,10.05,3.89
289326,Acanthostracion_quadricornis,Ostraciidae,Tetraodontiformes,104.41,139.44,58.86,38.77,46.79,9.74,13.14,10.02,4.65
10004,Acanthostracion_quadricornis,Ostraciidae,Tetraodontiformes,90.69,134.58,64.42,41.31,47.98,9.4,13.25,10.66,3.22
394208,Acanthurus_achilles,Acanthuridae,Perciformes,158,159,93.25,29.04,66.16,9.49,11.1,18.55,5.6
55010,Acanthurus_achilles,Acanthuridae,Perciformes,238,182,103.25,28.7,74.54,7.63,11.24,20.27,6.2
388434,Acanthurus_bahianus,Acanthuridae,Perciformes,68.9,128.46,63.09,21,54.92,7.13,10.34,11.69,4.53
319190,Acanthurus_bahianus,Acanthuridae,Perciformes,120.1,146.13,71.09,26.4,61.63,7.17,11.99,13.84,5.61
360708,Acanthurus_bahianus,Acanthuridae,Perciformes,111.6,137.98,72.7,24.8,56.65,7.77,13.05,15.16,5.43
309364,Acanthurus_blochii,Acanthuridae,Perciformes,92.1,135.38,74.16,24.01,59.03,10.28,11.59,15.96,5.71
334335,Acanthurus_blochii,Acanthuridae,Perciformes,132.8,147.24,80.54,24.92,67.82,11.15,13.14,16.67,4.62
118412,Acanthurus_blochii,Acanthuridae,Perciformes,152.5,161.4,90.13,22.93,66.81,11.62,13.61,18.63,4.83
381436,Acanthurus_chirurgus,Acanthuridae,Perciformes,120.6,145.38,74.59,22.25,57.93,11.54,13,15.87,5.46
320547,Acanthurus_chirurgus,Acanthuridae,Perciformes,281.4,175.75,94.87,38.19,71.12,13.9,16.81,19.55,6.26
47344,Acanthurus_chirurgus,Acanthuridae,Perciformes,210.1,178.35,95.56,23.37,74.31,12.88,12.3,20.93,5.41
360734,Acanthurus_coeruleus,Acanthuridae,Perciformes,99.5,122.47,86.41,20.64,70.75,8.35,11.89,13.85,6.06
381477,Acanthurus_coeruleus,Acanthuridae,Perciformes,268.3,174.65,93.82,33.21,80.99,12.63,18.58,20.23,8.73
405762,Acanthurus_coeruleus,Acanthuridae,Perciformes,185.5,157.98,106.91,27.5,84.2,8.24,17.04,17.95,6.39
192567,Acanthurus_dussumieri,Acanthuridae,Perciformes,290.6,177.83,98.82,32.35,78.17,14.37,17.38,20.25,7.71
381525,Acanthurus_dussumieri,Acanthuridae,Perciformes,280.1,182.14,102.88,30.75,78.53,14.11,17.42,21.83,7.84
162513,Acanthurus_dussumieri,Acanthuridae,Perciformes,253.2,199.28,103.62,28.74,80.35,15.98,17.73,24.63,6.01
140014,Acanthurus_guttatus,Acanthuridae,Perciformes,82,113.06,76.02,20.7,49.31,9.38,11.54,16.81,3.38
167185,Acanthurus_guttatus,Acanthuridae,Perciformes,86.5,112.63,81.1,21.73,54.43,8.68,12.74,16.37,4.24
420828,Acanthurus_guttatus,Acanthuridae,Perciformes,159,133.63,91.28,33.35,63.26,11.07,13.25,18.93,4.46
432602,Acanthurus_japonicus,Acanthuridae,Perciformes,44.2,94.29,55.33,18.72,38.85,5.46,8.76,10.43,3.77
407352,Acanthurus_japonicus,Acanthuridae,Perciformes,42.3,97.31,58.48,16.52,47.58,6.94,7.81,10.76,3.87
407353,Acanthurus_japonicus,Acanthuridae,Perciformes,57.9,104.36,64.54,20.75,44.82,7.42,8.48,11.91,4.59
122041,Acanthurus_lineatus,Acanthuridae,Perciformes,184.6,175.5,86.9,28.7,68.2,15.6,12.7,21.3,4
122041,Acanthurus_lineatus,Acanthuridae,Perciformes,275.5,203.5,95.8,32.4,75.5,20.5,15.2,23.8,6.3
122041,Acanthurus_lineatus,Acanthuridae,Perciformes,248.4,192.5,98.4,29.2,78.6,17.8,15,23.6,5.6
430091,Acanthurus_mata,Acanthuridae,Perciformes,355.7,179.51,94,43.78,82.45,15.7,18.38,20.93,8.23
430092,Acanthurus_mata,Acanthuridae,Perciformes,272.6,185.16,96.86,28.57,79.3,16.92,16.21,22.68,9.68
430093,Acanthurus_mata,Acanthuridae,Perciformes,318,191.37,97.32,33.5,80.09,16.12,17.28,21.4,7.51
405198,Acanthurus_monroviae,Acanthuridae,Perciformes,561,283,111.85,45.65,90.71,28.15,26.9,23.07,12.93
204649,Acanthurus_monroviae,Acanthuridae,Perciformes,735,282,126.04,45.23,104.29,14.83,20.77,28.73,12.46
204648,Acanthurus_monroviae,Acanthuridae,Perciformes,1133,332,147,56.31,119.81,16.23,24.32,34.03,13.13
428959,Acanthurus_nigricans,Acanthuridae,Perciformes,230,157.9,90.44,34.88,77.33,10.07,10.3,18.4,7.22
115166,Acanthurus_nigricans,Acanthuridae,Perciformes,169.8,154.31,91.56,23.24,70.16,9.22,11.27,16.5,7.13
184736,Acanthurus_nigricans,Acanthuridae,Perciformes,188.6,158.62,93.9,23.81,68.62,5.44,10.85,18.23,7.55
339011,Acanthurus_nigricauda,Acanthuridae,Perciformes,371,241,103.1,40.9,85.8,16.3,17.1,21.7,5.5
339011,Acanthurus_nigricauda,Acanthuridae,Perciformes,394.7,206.5,104.7,43.2,86.3,16.5,17,22.1,6.2
419865,Acanthurus_nigrofuscus,Acanthuridae,Perciformes,118.5,139.02,73.19,26.71,55.86,10.09,15.88,17.5,4.29
430175,Acanthurus_nigrofuscus,Acanthuridae,Perciformes,134.4,146.41,76.2,26.79,58.07,9.75,11.42,17.27,4.27
361223,Acanthurus_nigrofuscus,Acanthuridae,Perciformes,146.8,151.48,80.4,26.19,60.63,9.92,13.73,19.18,4.2
420827,Acanthurus_nigroris,Acanthuridae,Perciformes,168.5,154.16,77.93,32.94,60.6,10.55,13.09,18.93,7.21
55485,Acanthurus_nigroris,Acanthuridae,Perciformes,193.3,165.91,88.29,29.61,59.12,9.91,13.47,19.39,8.17
430167,Acanthurus_nigroris,Acanthuridae,Perciformes,326.2,189.14,99.26,36.51,74.87,12.78,16.85,20.9,8.94
182608,Acanthurus_nubilus,Acanthuridae,Perciformes,147.2,149.64,78.83,24.33,63.02,8.27,12.27,22.35,5.36
409451,Acanthurus_nubilus,Acanthuridae,Perciformes,227.4,165.92,82.1,33.43,69.42,9.77,14.06,20.33,6.69
182607,Acanthurus_nubilus,Acanthuridae,Perciformes,207.8,170.25,89.72,28.76,71.81,8.49,12.12,23.58,7.35
126595,Acanthurus_olivaceus,Acanthuridae,Perciformes,153.8,153.22,74,24.4,62.58,7.92,12.3,16.7,5.01
431520,Acanthurus_olivaceus,Acanthuridae,Perciformes,232.3,180.93,82.44,29.95,67.31,7.85,8.58,17.46,6.88
423450,Acanthurus_olivaceus,Acanthuridae,Perciformes,354.5,212.04,104.14,36.02,82.41,12.21,14.07,21.26,13.62
354465,Acanthurus_pyroferus,Acanthuridae,Perciformes,134.1,155.15,75.96,25.28,62.03,10.13,11.68,18.1,4.97
374408,Acanthurus_pyroferus,Acanthuridae,Perciformes,133,136.43,78.01,23.53,61.67,8.92,11.57,18.64,4.93
334347,Acanthurus_pyroferus,Acanthuridae,Perciformes,243.1,179.09,88.6,39.19,69.79,11.52,15.1,21.65,5.91
179920,Acanthurus_thompsoni,Acanthuridae,Perciformes,82.3,133.91,66.03,19.72,49.34,4.38,8.91,13.85,4.86
179904,Acanthurus_thompsoni,Acanthuridae,Perciformes,89.4,144.26,67.17,21.17,48.76,5.83,8.64,14.53,6.9
337467,Acanthurus_thompsoni,Acanthuridae,Perciformes,105.9,161.29,71.88,26.83,54.44,7.87,9.78,15.45,5.77
430266,Acanthurus_triostegus,Acanthuridae,Perciformes,225.3,168.8,82.86,37.03,58.65,11.12,13.6,18.49,4.97
107098,Acanthurus_triostegus,Acanthuridae,Perciformes,212.2,162.38,87.44,38.66,59.9,9.88,15.68,18.29,5.18
47121,Acanthurus_triostegus,Acanthuridae,Perciformes,183.5,182.82,91.51,27.64,60.51,10.99,12.71,19.65,5.21
430319,Acanthurus_xanthopterus,Acanthuridae,Perciformes,118.8,142.85,74.09,24.17,55.51,10.91,11.47,15.08,6.6
430318,Acanthurus_xanthopterus,Acanthuridae,Perciformes,160.8,158.89,88.77,26.09,63.1,12.01,12.52,18.28,7.2
430320,Acanthurus_xanthopterus,Acanthuridae,Perciformes,300.7,202.76,107.23,32.18,80.64,14.35,16.76,24.78,6.24
107881,Acantopsis_choirorhynchos,Cobitidae,Cypriniformes,7.2,110.33,12.37,9.26,11.01,7.31,2.19,5.59,1.61
44772,Acantopsis_choirorhynchos,Cobitidae,Cypriniformes,27.1,183.58,18.84,14.12,19.23,11.91,2.74,7.68,2.98
109699,Acantopsis_choirorhynchos,Cobitidae,Cypriniformes,39.7,180.01,22.98,17.17,21.98,12.23,4.34,8.15,2.79
305089,Acarichthys_heckelii,Cichlidae,Perciformes,33.01,94.21,43.79,16.73,31.7,10.66,9.58,14.02,4.71
305076,Acarichthys_heckelii,Cichlidae,Perciformes,70.29,119.25,56.95,22.61,41.71,15.61,14.14,17.82,5.57
305077,Acarichthys_heckelii,Cichlidae,Perciformes,69.3,125.5,57.71,21.28,44.06,15.61,12.91,18.3,5.7
