SpecimenID,Tree_name,Family,Order,Total_weight,Standard_length,Max_body_depth,Max_fish_width,Head_depth,Lower_jaw_length,Mouth_width,Min_caudalpeduncle_depth,Min_caudalpeduncle_width
213809,Diplectrum_maximum,Serranidae,Perciformes,349.4,238.66,75.44,55.17,43.04,43.59,37.84,31.29,6.41
213581,Diplectrum_maximum,Serranidae,Perciformes,419.1,262.27,77.54,52.88,46.28,45.15,33.92,33.7,7.85
368354,Diplectrum_pacificum,Serranidae,Perciformes,54.2,130.43,37.51,31.61,26.26,23.71,29.34,18.91,4.8
211361,Diplectrum_pacificum,Serranidae,Perciformes,72.1,143.55,41.83,30.85,26.91,24.91,29.36,18.24,4.89
429675,Diplectrum_pacificum,Serranidae,Perciformes,135.4,167.58,43.92,39.28,29.54,31.58,29.32,23.23,6.51
384160,Diplodus_annularis,Sparidae,Perciformes,29.7,94.2,43.7,14.82,23.59,10.8,9.65,9.62,3.08
48376,Diplodus_annularis,Sparidae,Perciformes,54.4,123.16,52.62,19.31,31.05,13.69,13.18,12.06,3.56
2240,Diplodus_annularis,Sparidae,Perciformes,69.9,130.48,61.18,19.65,34.51,14.58,14.42,13.37,3.91
83182,Diplodus_argenteus_argenteus,Sparidae,Perciformes,48.3,107.78,60.26,17.78,35.18,12.96,10.17,13.42,3.62
86735,Diplodus_argenteus_argenteus,Sparidae,Perciformes,207.3,177.94,83.69,29.98,45.63,18.6,14.75,19.81,3.83
23621,Diplodus_bermudensis,Sparidae,Perciformes,485,281,112,39.5,62.3,27.2,24.3,26.5,9.2
21385,Diplodus_bermudensis,Sparidae,Perciformes,479.4,267,113.5,38,70.1,25.8,20.5,26.5,9
153496,Diplodus_capensis,Sparidae,Perciformes,24.7,90.59,45.44,15.31,25.85,10.1,9.88,10.62,2.81
392594,Diplodus_cervinus_cervinus,Sparidae,Perciformes,41.2,106.08,55.17,20.7,27.6,11.82,10.99,13.27,2.43
196316,Diplodus_cervinus_cervinus,Sparidae,Perciformes,72.8,127.37,63.17,25.08,29.22,13,12.01,16.36,3.67
21107,Diplodus_cervinus_cervinus,Sparidae,Perciformes,77.5,132.16,69.56,22.42,30.2,13.79,12.32,17.37,3.68
405199,Diplodus_fasciatus,Sparidae,Perciformes,269.1,209.37,89.57,33.17,53.48,19.94,16.12,24.79,5.29
127215,Diplodus_holbrookii,Sparidae,Perciformes,127.2,151,66.8,22.8,40.5,15.7,11.6,17.1,4.4
158540,Diplodus_holbrookii,Sparidae,Perciformes,118.1,146,68.3,24.2,41.5,16.8,15,15.8,5.8
32634,Diplodus_holbrookii,Sparidae,Perciformes,232.6,190,92,30.3,55.9,21.7,14.7,22.7,5.5
384190,Diplodus_noct,Sparidae,Perciformes,34.1,100.85,42.09,17.99,22.14,10.59,11.49,10.19,3.21
387204,Diplodus_noct,Sparidae,Perciformes,41.9,109.2,47.46,19.7,27.3,11.89,11.62,11.75,3.8
384192,Diplodus_noct,Sparidae,Perciformes,64,117.6,52.47,20.62,26.55,11.06,11.79,11.9,4.45
45012,Diplodus_puntazzo,Sparidae,Perciformes,88.4,154.45,66.29,20.23,41.37,14.65,10.61,16.19,3.45
124433,Diplodus_puntazzo,Sparidae,Perciformes,378.1,237.84,98.23,34.12,63.78,23.47,17.45,23.39,4.63
327396,Diplodus_sargus_cadenati,Sparidae,Perciformes,85.2,127,68.2,21.2,38,14.4,12.3,16.3,3.2
42270,Diplodus_sargus_cadenati,Sparidae,Perciformes,144.6,166,75.6,25.4,43.8,18.8,13.8,18.2,4.7
188400,Diplodus_sargus_cadenati,Sparidae,Perciformes,153.6,161,82,26.4,48.8,18.6,16.2,18.5,5.9
42157,Diplodus_sargus_lineatus,Sparidae,Perciformes,21.1,87.9,43.2,12.9,23.1,8.5,6.2,10.3,2.2
391157,Diplodus_sargus_sargus,Sparidae,Perciformes,113.1,143.31,67.95,26.02,37.46,17.16,15.99,15.34,4.97
124428,Diplodus_sargus_sargus,Sparidae,Perciformes,181.1,187.86,87.51,28.86,49.41,22.87,20.22,20.01,5.79
198846,Diplodus_vulgaris,Sparidae,Perciformes,68.4,130.25,61.89,21.84,39.42,14.76,12.43,12.52,2.68
25271,Diplodus_vulgaris,Sparidae,Perciformes,149.6,170.84,79.97,28.05,46.54,19.26,18.04,17.13,3.61
124416,Diplodus_vulgaris,Sparidae,Perciformes,231.8,204.39,88.24,34.22,59.62,25.26,21.67,21.04,4.92
141140,Diplogrammus_goramensis,Callionymidae,Perciformes,0.91,42.5,5,8.6,3.8,4.2,3.1,2.1,0.7
232246,Diplogrammus_goramensis,Callionymidae,Perciformes,0.91,41.7,5.2,8,3.8,4.4,2.9,2.1,0.6
141133,Diplogrammus_goramensis,Callionymidae,Perciformes,2.1,54.4,7.1,11.7,5.5,5.1,4.2,2.7,1
399176,Diplomystes_nahuelbutaensis,Diplomystidae,Siluriformes,1.54,39.9,10.7,8.8,5.4,3.5,5.2,3.8,0.7
399176,Diplomystes_nahuelbutaensis,Diplomystidae,Siluriformes,1.52,43.5,10.7,8.9,5,4.3,6.1,3.4,0.7
405587,Diplomystes_nahuelbutaensis,Diplomystidae,Siluriformes,4.59,64.8,15.9,14.1,7.8,6.2,8.6,5.3,1.3
418032,Diplophos_taenia,Gonostomatidae,Stomiiformes,2.15,116.32,11.23,4.37,9.38,12.84,3.9,2.51,0.7
417069,Diplophos_taenia,Gonostomatidae,Stomiiformes,4.11,145.15,14.05,5.29,11.97,13.58,4.36,3.34,0.87
206614,Diplophos_taenia,Gonostomatidae,Stomiiformes,16.06,194.98,22.91,10.08,17.75,23.38,8.72,4.87,1.59
424349,Diploprion_bifasciatum,Serranidae,Perciformes,29.4,96.6,39.82,14.45,27.16,18.93,6.99,14.1,3.48
183096_2,Diploprion_bifasciatum,Serranidae,Perciformes,39,105.97,48.6,15.2,31.72,21,8.93,16.49,3.39
183096_1,Diploprion_bifasciatum,Serranidae,Perciformes,45.8,109.26,51.53,17.26,34.36,20.88,9.11,17.26,3.38
409588,Diplospinus_multistriatus,Gempylidae,Perciformes,2.4,186,9.97,4.32,8.02,11.74,2.41,0.98,0.41
270848,Diplotaxodon_greenwoodi,Cichlidae,Perciformes,102,170.18,61.03,28.04,44.15,32.56,19.37,19.08,5.95
270847,Diplotaxodon_greenwoodi,Cichlidae,Perciformes,155.7,199.37,69.37,35.27,50.46,40.95,20.02,22.73,6.62
230730,Diproctacanthus_xanthurus,Labridae,Perciformes,1.4,36.67,8.98,4.8,4.8,2.37,1.8,3.02,0.72
277129,Diproctacanthus_xanthurus,Labridae,Perciformes,2,43.86,10.55,5.78,6.03,3.41,2.33,4.87,1.25
207468,Diproctacanthus_xanthurus,Labridae,Perciformes,2.6,49.16,11.59,5.86,6.3,3.42,3.02,4.9,1
410751,Dipterygonotus_balteatus,Caesionidae,Perciformes,6.43,83.44,14.7,10.25,10.41,8.56,3.66,4.99,1.42
56165,Dipterygonotus_balteatus,Caesionidae,Perciformes,4.68,73.5,15.18,9.16,9.17,6.82,2.47,4.76,1.05
285348,Dipterygonotus_balteatus,Caesionidae,Perciformes,5.49,79.96,15.36,9.05,9.87,7.54,3.47,5.08,1.08
378459,Diretmichthys_parini,Diretmidae,Beryciformes,255.3,209.21,95.32,34.33,71.08,55.6,14.47,20.22,8.18
214014,Diretmus_argenteus,Diretmidae,Beryciformes,28.76,98.7,54,16.2,40.4,26.9,9.2,8.3,1.7
436536,Diretmus_argenteus,Diretmidae,Beryciformes,21.96,80.5,62,15.4,37.6,23.7,7.6,6.7,1.4
I-24-78,Diretmus_argenteus,Diretmidae,Beryciformes,27.27,81.5,64.6,18.9,38.3,26.3,8,7.8,1.5
281318,Dischistodus_chrysopoecilus,Pomacentridae,Perciformes,20.43,76.3,35.04,14.88,22.7,6.83,5.72,12.74,1.36
435616,Dischistodus_chrysopoecilus,Pomacentridae,Perciformes,33.84,92.8,42.87,16.09,28.23,9.48,6.82,15.85,2.42
114849,Dischistodus_chrysopoecilus,Pomacentridae,Perciformes,48.33,98.43,45.41,20.79,29.9,10.39,5.76,17.42,2.2
364461,Dischistodus_melanotus,Pomacentridae,Perciformes,36.9,97.8,42.2,18.3,28.5,8.1,7.4,15.9,3.4
281333,Dischistodus_melanotus,Pomacentridae,Perciformes,32.85,94.4,43.1,16.7,26,9.2,5.9,15.2,3.3
281798,Dischistodus_melanotus,Pomacentridae,Perciformes,19.29,86.4,43.5,18.1,23.4,7.2,6.5,15.5,3.3
298817,Dischistodus_perspicillatus,Pomacentridae,Perciformes,50.66,104.47,47.33,19.67,32.24,10.38,6.36,17.63,2.64
275834,Dischistodus_perspicillatus,Pomacentridae,Perciformes,85.31,124.59,51.19,26.28,32.85,10.59,8.63,21,3.87
275835,Dischistodus_perspicillatus,Pomacentridae,Perciformes,81.66,114.19,54.03,24.05,38.47,11.1,7,18.28,4.34
424356,Dischistodus_prosopotaenia,Pomacentridae,Perciformes,33.24,86.7,39.79,22.54,24.2,8.54,6.25,14.54,3.23
97925,Dischistodus_prosopotaenia,Pomacentridae,Perciformes,48.75,103.22,51.2,18.78,29.52,9.26,6.17,18.92,2.91
431629,Dischistodus_prosopotaenia,Pomacentridae,Perciformes,80.43,113.68,57.06,27.22,31.32,11.5,8.41,19.2,3.72
370440,Dischistodus_pseudochrysopoecilus,Pomacentridae,Perciformes,5.77,50.4,24.9,10,15,5.8,3.5,8.5,1.7
364455,Dischistodus_pseudochrysopoecilus,Pomacentridae,Perciformes,31.1,90.5,42.1,17.7,24.3,8.4,7,16.4,4.3
371608,Dischistodus_pseudochrysopoecilus,Pomacentridae,Perciformes,30.62,85.8,42.8,19.3,26.3,8.4,7.2,15.3,3.3
436401,Discotrema_crinophilum,Gobiesocidae,Gobiesociformes,0.12,20.9,3.45,4.28,2.88,2.37,2.95,2.06,0.41
436072,Discotrema_crinophilum,Gobiesocidae,Gobiesociformes,0.19,NA,5.34,3.99,3.26,2.69,2.87,NA,NA
387213,Discotrema_monogrammum,Gobiesocidae,Gobiesociformes,0.18,23.14,4.45,4.28,2.54,1.67,2.79,2.35,0.8
387213,Discotrema_monogrammum,Gobiesocidae,Gobiesociformes,0.22,22.8,4.65,4.61,2.96,1.8,2.54,1.93,0.61
436402,Discotrema_monogrammum,Gobiesocidae,Gobiesociformes,0.1,20.52,4.98,3.58,3.06,1.4,2.38,1.48,0.42
301740,Dissostichus_eleginoides,Nototheniidae,Perciformes,21.9,123.73,21.14,17.9,14.71,21.83,14.46,7.49,3.66
301727,Dissostichus_eleginoides,Nototheniidae,Perciformes,138.5,201.25,39.52,42.59,30.95,43.81,37.91,14.09,5.96
370757,Dissostichus_mawsoni,Nototheniidae,Perciformes,135,222.9,36.7,37.5,28.2,35.8,28.3,15.2,5
310490,Distichodus_engycephalus,Distichodontidae,Characiformes,78.4,150.8,52.94,19.66,19.74,9.32,10.04,21.28,2.72
310490,Distichodus_engycephalus,Distichodontidae,Characiformes,91.3,166.98,54.8,20.32,21.64,9.77,11.93,22.33,2.27
229952,Distichodus_engycephalus,Distichodontidae,Characiformes,115.9,173.38,61.64,21.25,22.2,7.7,9.51,24.1,6.03
119163,Distichodus_kolleri,Distichodontidae,Characiformes,13.1,78.97,33.12,10.49,13.77,4.91,5.26,11.55,1.76
119163,Distichodus_kolleri,Distichodontidae,Characiformes,34,112.07,47.48,13.88,18.84,6.48,6.81,16.76,2.52
119163,Distichodus_kolleri,Distichodontidae,Characiformes,208,191.56,94.64,26.34,31.76,8.42,11.4,32.74,5.15
216371,Distichodus_mossambicus,Distichodontidae,Characiformes,20.6,103.26,35.84,13.15,16.66,3.98,5.12,14.03,2.21
230093,Distichodus_rostratus,Distichodontidae,Characiformes,138.9,199.72,64.44,23.57,23.67,13.34,11.5,25.28,5.21
224836,Distichodus_rostratus,Distichodontidae,Characiformes,132.1,189.87,68.37,22.74,25.11,6.44,9.3,25.49,4.37
323014,Distichodus_rostratus,Distichodontidae,Characiformes,235.3,233.64,84.98,28.34,28.36,14.41,13.67,31.95,6.15
309584,Distichodus_schenga,Distichodontidae,Characiformes,2.6,51.24,17.68,6.06,8.74,1.94,2.29,6.02,1.23
310469,Distichodus_sexfasciatus,Distichodontidae,Characiformes,5.1,55.86,25.11,8.08,11.29,4,2.22,8.09,1.41
130477,Ditrema_temminckii_temminckii,Embiotocidae,Perciformes,108.8,146.1,70.75,21.65,34.3,16.15,9.5,19.75,6
22549,Ditrema_temminckii_temminckii,Embiotocidae,Perciformes,193.17,177.9,78.2,29.6,40.7,20.4,14.2,24.15,6.8
22549,Ditrema_temminckii_temminckii,Embiotocidae,Perciformes,156.78,185.4,78.8,24.1,39.5,14,10,22.8,3.9
200526,Ditropichthys_storeri,Cetomimidae,Cetomimiformes,17.9,108.8,30.7,18.9,18.7,21.1,9.3,6.3,2.8
436520,Dolicholagus_longirostris,Bathylagidae,Osmeriformes,12.58,142.82,17.65,12.45,15.08,8.49,6.34,6.2,1.06
436519,Dolicholagus_longirostris,Bathylagidae,Osmeriformes,11.24,139.48,18.71,12.19,13.68,8.42,6.76,5.93,1
409598,Dolicholagus_longirostris,Bathylagidae,Osmeriformes,11.07,150.67,19.12,11.5,15.64,7.61,6.98,6.68,1.58
364346,Dolloidraco_longedorsalis,Artedidraconidae,Perciformes,9.6,78.2,11.1,15.22,9.75,12.32,5.28,3.17,1.51
364345,Dolloidraco_longedorsalis,Artedidraconidae,Perciformes,11.7,91.14,11.66,17.19,10.15,13.99,8.5,0.54,1.47
368503,Dolloidraco_longedorsalis,Artedidraconidae,Perciformes,11.7,83.06,14.5,17.91,11.77,13.47,8.69,3.25,1.52
226185,Doras_carinatus,Doradidae,Siluriformes,23.84,97.05,24.4,23.13,19.67,12.09,12.36,7.22,6.84
66202,Doras_carinatus,Doradidae,Siluriformes,44.53,132.98,30.86,28.88,23.73,18.87,21.71,8.58,6.34
402097,Doras_carinatus,Doradidae,Siluriformes,105.9,152.53,46.6,34.63,32.81,16.67,17.71,11.1,9.47
226188,Doras_micropoeus,Doradidae,Siluriformes,38.91,134.83,29.34,25.25,22.2,18.52,15.88,8.65,6.36
86082,Dormitator_latifrons,Eleotridae,Perciformes,8.6,66.16,19.66,15.83,11.97,13.43,8.93,8.34,2.53
79044,Dormitator_latifrons,Eleotridae,Perciformes,13.9,74.24,25.11,16.29,12.59,16.31,11.25,10.86,2.38
65478,Dormitator_latifrons,Eleotridae,Perciformes,15.1,79.41,25.44,18.76,14.41,16.94,9.43,11.32,2.35
346886,Dormitator_maculatus,Eleotridae,Perciformes,23.3,88.2,28.6,19.6,14.4,8.5,10,11.5,2
346911,Dormitator_maculatus,Eleotridae,Perciformes,30.9,96.7,29.1,22.7,15.7,11.7,14.2,15,3.4
289494,Dormitator_maculatus,Eleotridae,Perciformes,31.2,104,33.2,21.6,17.6,9.7,12,16.2,1.9
133097,Dorosoma_anale,Clupeidae,Clupeiformes,13.4,103.2,35.5,10.8,15.2,8.9,3.9,8.6,1.1
133097,Dorosoma_anale,Clupeidae,Clupeiformes,68.5,171.5,65.7,18,21.9,13.4,6.6,16.6,4.1
61252,Dorosoma_anale,Clupeidae,Clupeiformes,173.6,246.2,93.1,25,31.2,17.7,10.9,25.1,4.8
36464,Dorosoma_cepedianum,Clupeidae,Clupeiformes,111.3,186.18,73.96,22.54,25.89,15.39,12.52,19.29,5.03
Acc. 21820,Dorosoma_cepedianum,Clupeidae,Clupeiformes,204.1,228.44,80.69,28.44,33.85,20.34,12.93,23.6,4.43
102371,Dorosoma_cepedianum,Clupeidae,Clupeiformes,174.1,190.44,86.42,23.85,26.58,16.94,7.42,22.77,4.16
390678,Dorosoma_petenense,Clupeidae,Clupeiformes,11.6,86.5,30.6,9.6,14.2,10.9,2.5,9.7,2.4
230906,Dorosoma_petenense,Clupeidae,Clupeiformes,13,97.2,30.6,11.1,15.7,12.2,3.3,9.8,1
172216,Dorosoma_petenense,Clupeidae,Clupeiformes,55.1,141.5,46.7,17.7,19.8,15,4.2,15.2,3.7
321826,Doryrhamphus_excisus_excisus,Syngnathidae,Syngnathiformes,0.2,46.04,2.71,2.97,2.27,1.05,0.98,0.83,0.6
214134,Doryrhamphus_excisus_excisus,Syngnathidae,Syngnathiformes,0.3,49.98,3.09,3.29,2.45,1.17,0.84,1.13,1.05
321834,Doryrhamphus_excisus_excisus,Syngnathidae,Syngnathiformes,0.4,54.13,4.39,3.84,2.72,1.66,1.12,1.06,1.08
306257,Drepane_africana,Drepaneidae,Perciformes,45.3,97.48,78.92,16.95,38.41,13.18,3.35,11.6,1.52
279565_2,Drepane_africana,Drepaneidae,Perciformes,73.6,108.44,97.94,18.48,49.65,14.24,3.33,14.41,2.2
279565_1,Drepane_africana,Drepaneidae,Perciformes,102.7,122.18,101.14,20.66,62.55,17.75,4.04,14.62,2.43
306258,Drepane_longimana,Drepaneidae,Perciformes,113.4,123.06,96.2,22.45,51.48,15.98,13.27,16.67,3.1
284481,Drepane_longimana,Drepaneidae,Perciformes,109.9,119.96,96.94,25.74,55.17,19.3,15.84,16.62,3.79
284819,Drepane_longimana,Drepaneidae,Perciformes,185.3,142.24,114.28,27.56,60.2,20.79,17.2,19.06,5.52
306273,Drepane_punctata,Drepaneidae,Perciformes,62.9,105.22,91.96,20.61,45.38,13.2,8.96,15.4,2.35
304584,Drepane_punctata,Drepaneidae,Perciformes,184.2,143.02,124.47,27.87,74.28,22.21,9.88,22.86,3.96
437672,Drepane_punctata,Drepaneidae,Perciformes,171.8,143.5,127.21,25.36,63.8,16.77,10.92,21.15,3.29
297223,Drombus_ocyurus,Gobiidae,Perciformes,0.2,21.23,5.57,2.89,3.75,2.67,1.89,2.19,0.41
99616,Drombus_ocyurus,Gobiidae,Perciformes,0.6,30.57,7.68,5.5,4.45,3.53,2.76,3.82,0.62
349187,Drombus_ocyurus,Gobiidae,Perciformes,0.7,33.14,8.19,5,5.17,3.9,2.75,3.88,0.53
258219,Duopalatinus_peruanus,Pimelodidae,Siluriformes,15.9,100.55,23.3,23.1,14,6.8,8.35,6.8,1.8
120852,Dussumieria_acuta,Dussumieriidae,Clupeiformes,12.5,98.43,21.55,10.61,13.49,13.93,1.7,7.92,2.24
276391,Dussumieria_acuta,Dussumieriidae,Clupeiformes,18.9,115.9,23.55,11.83,15.57,15.08,2.79,9.67,2.77
276390,Dussumieria_acuta,Dussumieriidae,Clupeiformes,18.9,107.58,27.79,12.16,15.34,14.23,2.52,11,3.85
72495,Dussumieria_elopsoides,Dussumieriidae,Clupeiformes,16.6,116.1,21.2,11.6,14.5,14.7,2.1,9.1,3.2
276395,Dussumieria_elopsoides,Dussumieriidae,Clupeiformes,27.2,134,23.9,15.2,15.6,16.6,3.1,9.1,3.2
316677,Dussumieria_elopsoides,Dussumieriidae,Clupeiformes,32.1,146,29.4,14,17,19.2,3.3,10.5,3
207603,Dysalotus_alcocki,Chiasmodontidae,Perciformes,15.36,143.6,19.4,14.6,15.8,27.5,10.7,4.5,1
207602,Dysalotus_alcocki,Chiasmodontidae,Perciformes,32.19,203.69,23.9,23,19.5,39,14.7,6.6,1.2
207603,Dysalotus_alcocki,Chiasmodontidae,Perciformes,44.18,211.72,29.7,19.8,21.6,44.7,16.3,6.6,1.1
402446,Dysomma_anguillare,Synaphobranchidae,Anguilliformes,28.78,295,18.09,12.62,9.12,23.81,6.15,2.52,0.71
401070,Dysomma_anguillare,Synaphobranchidae,Anguilliformes,105.8,470,30.68,21.08,14.11,39.17,15.16,3.17,1.06
438207,Dysomma_anguillare,Synaphobranchidae,Anguilliformes,118.5,440,34.02,20.02,14.17,33.92,10.46,2.72,0.91
405233,Echelus_myrus,Ophichthidae,Anguilliformes,32.6,284,17.3,14.2,10.1,23.6,10.2,2.3,1.2
48286,Echelus_myrus,Ophichthidae,Anguilliformes,94.8,515,21.3,19.7,13.2,24.2,15.9,2.5,1.5
405128,Echelus_myrus,Ophichthidae,Anguilliformes,114.5,560,30,23.5,13,29.9,20.1,2.5,1.4
404314,Echelus_uropterus,Ophichthidae,Anguilliformes,13.3,340,11.9,9,7.7,14.4,5.6,1.5,1
399867,Echelus_uropterus,Ophichthidae,Anguilliformes,22.6,395,13.6,10.4,8.3,16.5,8.5,1.5,1.3
401026,Echelus_uropterus,Ophichthidae,Anguilliformes,60.5,487,16.3,13.5,11.2,22.4,10.5,2.5,1.9
437807,Echeneis_naucrates,Echeneidae,Perciformes,224.4,391.5,38.43,44.48,24.3,49.07,17.55,9.4,7.02
207587,Echeneis_naucrates,Echeneidae,Perciformes,201.8,357.5,40.7,43.1,21.42,46.44,18.39,10.99,9.12
423663,Echeneis_naucrates,Echeneidae,Perciformes,413,497.5,63.82,52.22,26.48,41.98,16.71,11.93,7.75
53221,Echeneis_neucratoides,Echeneidae,Perciformes,108.9,249,24.3,34.75,17.4,25.55,21.25,6.8,5.6
430614,Echeneis_neucratoides,Echeneidae,Perciformes,244.5,338.83,29.6,52.9,25.5,39.4,32.65,10.1,6.4
16223,Echeneis_neucratoides,Echeneidae,Perciformes,225,308.47,33.15,45.8,22.3,33.55,28.3,9.05,6.55
320520,Echidna_catenata,Muraenidae,Anguilliformes,177.2,485,33.11,28.98,16.21,38.22,15.12,5.59,1.53
274352,Echidna_catenata,Muraenidae,Anguilliformes,177.7,530,34.47,21.88,17.32,35.55,16.76,5.15,1.13
274350,Echidna_catenata,Muraenidae,Anguilliformes,345.3,617,41.39,30.66,22.94,46.91,19.24,5.42,2
52317,Echidna_nebulosa,Muraenidae,Anguilliformes,260.7,608,36.5,28.7,19.6,36.7,22,4.5,1.7
115960,Echidna_nebulosa,Muraenidae,Anguilliformes,304.6,652,41.2,35.4,19.4,34.7,21.6,3.2,1.4
52758,Echidna_nebulosa,Muraenidae,Anguilliformes,446.4,747,53.8,37,27.35,44.4,22.9,4,2
52620,Echidna_polyzona,Muraenidae,Anguilliformes,366,593,49,30.6,19.6,44.4,19.9,5,1.7
52620,Echidna_polyzona,Muraenidae,Anguilliformes,358,480,50.4,34.3,25.2,41.5,25.4,5.7,2.1
87415,Echidna_polyzona,Muraenidae,Anguilliformes,610,800,58.3,40.3,35.3,52.9,28.3,4.7,1.9
276172_1,Echiichthys_vipera,Trachinidae,Perciformes,3,57.71,13.41,9.88,9.65,10.22,6.98,4.55,1.16
276172_2,Echiichthys_vipera,Trachinidae,Perciformes,4.4,63.39,14.33,10.73,9.59,11.65,7.49,5.09,1.11
276172_3,Echiichthys_vipera,Trachinidae,Perciformes,3.8,58.87,14.6,9.87,10.01,11.48,6.44,5.25,1.18
154995,Echiophis_punctifer,Ophichthidae,Anguilliformes,105.8,559,19.71,19.03,10.75,34.16,13.1,3.93,1.62
154996,Echiophis_punctifer,Ophichthidae,Anguilliformes,226.2,765,26.91,25.53,14.88,45.38,15.96,3.68,1.6
157930,Echiophis_punctifer,Ophichthidae,Anguilliformes,337.4,815,33.08,30.77,15.23,52.5,20.09,4.93,3.24
436522,Echiostoma_barbatum,Stomiidae,Stomiiformes,23.3,184,29.5,11.1,17.3,24.3,8.2,5,1.8
409546,Echiostoma_barbatum,Stomiidae,Stomiiformes,97.9,273,39.5,15.9,26.2,35.7,11.8,7.8,3.4
409545,Echiostoma_barbatum,Stomiidae,Stomiiformes,135.5,321,49.8,20.6,28.6,42.8,13.5,9.3,2.1
410611,Economidichthys_pygmaeus,Gobiidae,Perciformes,0.12,17.85,3.05,2.2,2.2,1.7,1.2,1.4,0.5
410611,Economidichthys_pygmaeus,Gobiidae,Perciformes,0.11,21.8,4.2,3.4,2.9,2.4,1.8,2.2,0.7
410611,Economidichthys_pygmaeus,Gobiidae,Perciformes,0.38,29.25,5.3,4.9,4.8,4.3,3.3,2.8,0.8
144294,Ecsenius_bicolor,Blenniidae,Perciformes,2.7,58.97,11.05,7.75,8.13,2.9,4.65,6.42,1.45
272638,Ecsenius_bicolor,Blenniidae,Perciformes,4.5,68.87,13.6,7.93,8.65,3.5,4.82,7.17,1.58
201368,Ecsenius_bicolor,Blenniidae,Perciformes,4.3,65.71,14.99,10.11,8.53,2.75,4.84,7.67,1.42
411148,Ecsenius_midas,Blenniidae,Perciformes,1.7,51.7,8.1,5.9,6.9,3.4,3.9,4.1,0.9
214786,Ecsenius_midas,Blenniidae,Perciformes,3.3,65.1,9.85,7.9,8.3,4,5.2,5.7,1.2
407971,Ecsenius_midas,Blenniidae,Perciformes,2.1,58.1,11.7,5.9,8.1,3.6,3.1,4.6,0.7
124910,Eigenmannia_humboldtii,Sternopygidae,Gymnotiformes,33.3,313.3,36.6,16.2,17.2,9,7.1,1.1,0.2
167710,Eigenmannia_humboldtii,Sternopygidae,Gymnotiformes,56.1,354.6,42.2,16.7,20.5,10.1,7,1.2,0.2
86833,Eigenmannia_humboldtii,Sternopygidae,Gymnotiformes,69.2,362.94,46.4,17.3,21.7,9.9,6.9,1.7,0.4
326478,Eigenmannia_trilineata,Sternopygidae,Gymnotiformes,1,95.48,10.98,5.01,5.57,2.98,2.07,0.62,0.24
326521,Eigenmannia_trilineata,Sternopygidae,Gymnotiformes,2.6,118.74,15.57,7.39,7.64,4.06,3.08,1.02,0.18
326478,Eigenmannia_trilineata,Sternopygidae,Gymnotiformes,3.3,152.8,16.23,6.69,7.77,4.84,3.31,0.69,0.18
305803,Eigenmannia_virescens,Sternopygidae,Gymnotiformes,18.1,198.34,22.48,10.58,10.8,4.86,3.83,1.4,0.97
225634,Eigenmannia_virescens,Sternopygidae,Gymnotiformes,24.4,281.87,35.49,15.13,17.03,12.43,9.69,0.56,0.5
94668,Eigenmannia_virescens,Sternopygidae,Gymnotiformes,46.1,303.23,42.46,19.23,18.36,8.76,8.46,1.34,0.52
230172,Eirmotus_octozona,Cyprinidae,Cypriniformes,0.12,18.19,5.25,2.59,3.05,2.02,1.09,1.83,0.35
230172,Eirmotus_octozona,Cyprinidae,Cypriniformes,0.17,20.39,6.68,3.02,3.39,1.53,0.89,2.28,0.44
230172,Eirmotus_octozona,Cyprinidae,Cypriniformes,0.2,20.77,7.19,3.19,3.41,2.52,1.43,2.54,0.49
276213,Elacatinus_evelynae,Gobiidae,Perciformes,0.07,18.52,2.75,2.57,2.04,2.58,2.57,1.69,0.46
341885,Elacatinus_evelynae,Gobiidae,Perciformes,0.1,26.75,2.94,2.7,2.34,2.61,2.32,1.97,0.44
327617,Elacatinus_evelynae,Gobiidae,Perciformes,0.07,18.55,2.99,2.55,2.11,2.85,2.03,1.98,0.62
413819,Elacatinus_horsti,Gobiidae,Perciformes,0.6,31,7.32,5.63,4.97,3.91,3.56,3.41,0.58
413440,Elacatinus_horsti,Gobiidae,Perciformes,0.7,32.36,7.83,5.84,5.79,5.3,4.04,3.96,0.77
178262,Elacatinus_horsti,Gobiidae,Perciformes,1.6,38.97,10.75,9.23,6.71,6.78,5.54,5.55,0.8
322687,Elacatinus_limbaughi,Gobiidae,Perciformes,0.09,18.55,3.55,3.42,2.55,2.63,2.6,1.64,0.22
322687,Elacatinus_limbaughi,Gobiidae,Perciformes,0.12,20.74,3.91,3.5,2.63,3.11,2.73,2.25,0.35
322687,Elacatinus_limbaughi,Gobiidae,Perciformes,0.14,21.55,3.93,4.76,2.85,3.5,3.36,2.77,0.41
345279,Elacatinus_lori,Gobiidae,Perciformes,0.8,37.4,7.9,6.38,5.15,4.9,3.82,4.29,0.51
345274,Elacatinus_lori,Gobiidae,Perciformes,1,36.97,8.49,7.36,5.64,5.1,4.3,4.83,0.56
416011,Elacatinus_lori,Gobiidae,Perciformes,1,37.24,9.29,6.43,5.42,5.03,4.07,4.3,0.55
414064,Elacatinus_louisae,Gobiidae,Perciformes,0.13,23.5,4.2,2.8,2.9,1.7,1.7,2.2,0.5
414065,Elacatinus_louisae,Gobiidae,Perciformes,0.15,23.9,4.7,2.9,2.8,2.3,1.6,2.1,0.5
